Date,Time,Open,High,Low,Close,Volume,,,,,,20240101,230100
1/5/2024,6:24 AM,16423.25,16424,16423,16423.5,69,,,,,,20240105,62500
1/5/2024,6:25 AM,16423.5,16424.75,16422.25,16424.25,127,,,,,,20240105,62600
1/5/2024,6:26 AM,16424.5,16426.5,16422.75,16424.25,285,,,,,,20240105,62700
1/5/2024,6:27 AM,16424.75,16425,16423.25,16423.75,120,,,,,,20240105,62800
1/5/2024,6:28 AM,16423.75,16424.25,16421.75,16423.75,110,,,,,,20240105,62900
1/5/2024,6:29 AM,16423.5,16424,16422,16422,67,,,,,,20240105,63000
1/5/2024,6:30 AM,16422,16422,16420.5,16420.5,114,,,,,,20240105,63100
1/5/2024,6:31 AM,16420.5,16420.75,16418.25,16418.5,201,,,,,,20240105,63200
1/5/2024,6:32 AM,16418.5,16418.5,16415.75,16416,402,,,,,,20240105,63300
1/5/2024,6:33 AM,16416,16417,16415.25,16417,204,,,,,,20240105,63400
1/5/2024,6:34 AM,16416.75,16417,16414.5,16415.25,311,,,,,,20240105,63500
1/5/2024,6:35 AM,16415,16415,16411.75,16414.75,374,,,,,,20240105,63600
1/5/2024,6:36 AM,16414.75,16414.75,16414,16414,109,,,,,,20240105,63700
1/5/2024,6:37 AM,16414.25,16414.75,16405.5,16407,654,,,,,,20240105,63800
1/5/2024,6:38 AM,16407.5,16412,16407,16411.25,377,,,,,,20240105,63900
1/5/2024,6:39 AM,16411.25,16412,16409,16409.5,222,,,,,,20240105,64000
1/5/2024,6:40 AM,16409.5,16410.25,16406.25,16406.25,243,,,,,,20240105,64100
1/5/2024,6:41 AM,16406.75,16409.75,16406.75,16409.75,213,,,,,,20240105,64200
1/5/2024,6:42 AM,16410,16412,16406.25,16407,369,,,,,,20240105,64300
1/5/2024,6:43 AM,16407,16408,16403.75,16405,393,,,,,,20240105,64400
1/5/2024,6:44 AM,16405,16405.75,16401.5,16402.25,551,,,,,,20240105,64500
1/5/2024,6:45 AM,16402,16404,16401.5,16403.25,233,,,,,,20240105,64600
1/5/2024,6:46 AM,16403.5,16408,16403.5,16408,339,,,,,,20240105,64700
1/5/2024,6:47 AM,16408,16408.25,16405,16406,280,,,,,,20240105,64800
1/5/2024,6:48 AM,16405.75,16407.5,16405.5,16406.5,169,,,,,,20240105,64900
1/5/2024,6:49 AM,16406.75,16409.75,16406.25,16409.75,180,,,,,,20240105,65000
1/5/2024,6:50 AM,16409.5,16411.25,16409,16411,154,,,,,,20240105,65100
1/5/2024,6:51 AM,16411,16412.75,16410.75,16412,295,,,,,,20240105,65200
1/5/2024,6:52 AM,16411.75,16413.25,16408.5,16408.75,301,,,,,,20240105,65300
1/5/2024,6:53 AM,16408.25,16410,16408.25,16409,102,,,,,,20240105,65400
1/5/2024,6:54 AM,16409.25,16411,16409,16410.5,155,,,,,,20240105,65500
1/5/2024,6:55 AM,16410.5,16410.75,16408.25,16408.25,69,,,,,,20240105,65600
1/5/2024,6:56 AM,16408.5,16409.75,16408,16408.75,63,,,,,,20240105,65700
1/5/2024,6:57 AM,16409,16409.75,16407,16408.5,204,,,,,,20240105,65800
1/5/2024,6:58 AM,16408,16410.5,16408,16410.25,83,,,,,,20240105,65900
1/5/2024,6:59 AM,16410.25,16413.25,16409.75,16412.25,140,,,,,,20240105,70000
1/5/2024,7:00 AM,16412.25,16414.25,16411.5,16412,291,,,,,,20240105,70100
1/5/2024,7:01 AM,16412.25,16414,16411.25,16411.75,183,,,,,,20240105,70200
1/5/2024,7:02 AM,16411.75,16412.25,16409.25,16411,170,,,,,,20240105,70300
1/5/2024,7:03 AM,16411.5,16411.75,16409,16409.75,122,,,,,,20240105,70400
1/5/2024,7:04 AM,16409.5,16409.75,16408.25,16408.5,114,,,,,,20240105,70500
1/5/2024,7:05 AM,16408.25,16412,16407.25,16411.75,148,,,,,,20240105,70600
1/5/2024,7:06 AM,16412,16413.25,16406.5,16408.25,187,,,,,,20240105,70700
1/5/2024,7:07 AM,16407.75,16412,16407,16411.25,95,,,,,,20240105,70800
1/5/2024,7:08 AM,16411,16412,16409,16410,72,,,,,,20240105,70900
1/5/2024,7:09 AM,16409.5,16413.25,16409.5,16413.25,104,,,,,,20240105,71000
1/5/2024,7:10 AM,16413.25,16413.75,16412.25,16412.75,143,,,,,,20240105,71100
1/5/2024,7:11 AM,16413,16413,16411.25,16411.25,97,,,,,,20240105,71200
1/5/2024,7:12 AM,16411.25,16412,16410.25,16411.25,72,,,,,,20240105,71300
1/5/2024,7:13 AM,16411.25,16415,16411.25,16414.25,303,,,,,,20240105,71400
1/5/2024,7:14 AM,16414.25,16416.5,16414,16415.75,263,,,,,,20240105,71500
1/5/2024,7:15 AM,16415.75,16418.75,16415.5,16417.75,389,,,,,,20240105,71600
1/5/2024,7:16 AM,16418,16420.75,16416,16418,429,,,,,,20240105,71700
1/5/2024,7:17 AM,16417.75,16418.5,16413.25,16414,276,,,,,,20240105,71800
1/5/2024,7:18 AM,16414.5,16416.75,16414.5,16415.25,97,,,,,,20240105,71900
1/5/2024,7:19 AM,16415.5,16417.75,16415.25,16417.25,116,,,,,,20240105,72000
1/5/2024,7:20 AM,16417,16422.25,16417,16420,409,,,,,,20240105,72100
1/5/2024,7:21 AM,16420,16422.75,16420,16421,195,,,,,,20240105,72200
1/5/2024,7:22 AM,16421.5,16421.5,16419.5,16419.5,96,,,,,,20240105,72300
1/5/2024,7:23 AM,16420,16420.75,16418.75,16419,82,,,,,,20240105,72400
1/5/2024,7:24 AM,16419,16419.5,16417.5,16419.25,93,,,,,,20240105,72500
1/5/2024,7:25 AM,16419.5,16421,16419.25,16419.75,64,,,,,,20240105,72600
1/5/2024,7:26 AM,16419.5,16419.5,16417.75,16418.5,70,,,,,,20240105,72700
1/5/2024,7:27 AM,16418.75,16420.25,16418.5,16419.25,77,,,,,,20240105,72800
1/5/2024,7:28 AM,16419.75,16420,16419.25,16419.5,69,,,,,,20240105,72900
1/5/2024,7:29 AM,16419.75,16420.5,16418.5,16419.5,106,,,,,,20240105,73000
1/5/2024,7:30 AM,16419.5,16420,16419,16420,62,,,,,,20240105,73100
1/5/2024,7:31 AM,16419.75,16420.5,16417.25,16417.75,173,,,,,,20240105,73200
1/5/2024,7:32 AM,16417.5,16419.75,16417.5,16419.5,69,,,,,,20240105,73300
1/5/2024,7:33 AM,16419.25,16419.75,16419,16419.5,30,,,,,,20240105,73400
1/5/2024,7:34 AM,16419.75,16420.25,16417.5,16418,75,,,,,,20240105,73500
1/5/2024,7:35 AM,16418.25,16420,16417.5,16420,74,,,,,,20240105,73600
1/5/2024,7:36 AM,16419.5,16420.25,16417.5,16418.25,81,,,,,,20240105,73700
1/5/2024,7:37 AM,16418.25,16419,16415.25,16415.75,180,,,,,,20240105,73800
1/5/2024,7:38 AM,16415.75,16416,16414.5,16415,145,,,,,,20240105,73900
1/5/2024,7:39 AM,16415.25,16415.25,16414,16414.5,132,,,,,,20240105,74000
1/5/2024,7:40 AM,16414.5,16415,16413,16414.5,97,,,,,,20240105,74100
1/5/2024,7:41 AM,16415,16416.5,16411.75,16413.5,154,,,,,,20240105,74200
1/5/2024,7:42 AM,16413.25,16413.25,16410.5,16411,155,,,,,,20240105,74300
1/5/2024,7:43 AM,16411.25,16412,16408.75,16409.75,176,,,,,,20240105,74400
1/5/2024,7:44 AM,16410,16410.25,16408,16409.25,187,,,,,,20240105,74500
1/5/2024,7:45 AM,16409.5,16409.5,16405.5,16406.25,218,,,,,,20240105,74600
1/5/2024,7:46 AM,16406.25,16407.75,16405.5,16406,198,,,,,,20240105,74700
1/5/2024,7:47 AM,16406.25,16410.75,16404.25,16409.75,329,,,,,,20240105,74800
1/5/2024,7:48 AM,16409.75,16410,16406.25,16406.75,135,,,,,,20240105,74900
1/5/2024,7:49 AM,16406.75,16409.75,16406.75,16409.25,100,,,,,,20240105,75000
1/5/2024,7:50 AM,16409,16409.5,16407.5,16407.75,102,,,,,,20240105,75100
1/5/2024,7:51 AM,16408,16409.25,16407.25,16408.5,90,,,,,,20240105,75200
1/5/2024,7:52 AM,16408.75,16409.5,16407.5,16408.5,87,,,,,,20240105,75300
1/5/2024,7:53 AM,16409,16409.75,16408.75,16409.25,57,,,,,,20240105,75400
1/5/2024,7:54 AM,16409.75,16411.5,16407.5,16408,117,,,,,,20240105,75500
1/5/2024,7:55 AM,16408.5,16408.5,16404.25,16405,236,,,,,,20240105,75600
1/5/2024,7:56 AM,16405.25,16407.5,16403,16403.5,201,,,,,,20240105,75700
1/5/2024,7:57 AM,16403.25,16405.25,16402.75,16403.25,227,,,,,,20240105,75800
1/5/2024,7:58 AM,16403,16405.25,16403,16404,164,,,,,,20240105,75900
1/5/2024,7:59 AM,16404.5,16405.25,16403.75,16403.75,79,,,,,,20240105,80000
1/5/2024,8:00 AM,16403.5,16404.25,16399.25,16400.5,881,,,,,,20240105,80100
1/5/2024,8:01 AM,16401.25,16404,16398,16402.25,883,,,,,,20240105,80200
1/5/2024,8:02 AM,16402.5,16403.5,16400.25,16402.25,305,,,,,,20240105,80300
1/5/2024,8:03 AM,16402,16404.5,16401.25,16404.25,238,,,,,,20240105,80400
1/5/2024,8:04 AM,16404.25,16405.25,16402,16402.5,206,,,,,,20240105,80500
1/5/2024,8:05 AM,16402.5,16411,16402.25,16411,345,,,,,,20240105,80600
1/5/2024,8:06 AM,16411.5,16414.5,16409.75,16411.25,577,,,,,,20240105,80700
1/5/2024,8:07 AM,16412,16412.75,16409.25,16409.25,238,,,,,,20240105,80800
1/5/2024,8:08 AM,16409.25,16411,16407.5,16410.5,177,,,,,,20240105,80900
1/5/2024,8:09 AM,16411,16411.25,16407.5,16409.25,136,,,,,,20240105,81000
1/5/2024,8:10 AM,16409.5,16412.75,16409,16411,150,,,,,,20240105,81100
1/5/2024,8:11 AM,16410.5,16412.5,16408.75,16411.5,162,,,,,,20240105,81200
1/5/2024,8:12 AM,16410.5,16413.75,16409.5,16410.75,227,,,,,,20240105,81300
1/5/2024,8:13 AM,16411,16420,16410.75,16419.5,467,,,,,,20240105,81400
1/5/2024,8:14 AM,16419.5,16423.5,16418.25,16423.5,603,,,,,,20240105,81500
1/5/2024,8:15 AM,16423.5,16423.75,16420.5,16422.75,309,,,,,,20240105,81600
1/5/2024,8:16 AM,16422.75,16424.75,16421.25,16423.5,344,,,,,,20240105,81700
1/5/2024,8:17 AM,16423,16425.75,16422.25,16424.25,391,,,,,,20240105,81800
1/5/2024,8:18 AM,16424.5,16425,16422.75,16422.75,136,,,,,,20240105,81900
1/5/2024,8:19 AM,16423.25,16423.5,16420.5,16423,218,,,,,,20240105,82000
1/5/2024,8:20 AM,16422.75,16424.5,16421.25,16423,170,,,,,,20240105,82100
1/5/2024,8:21 AM,16422.75,16427.75,16422.25,16426,258,,,,,,20240105,82200
1/5/2024,8:22 AM,16425.75,16429,16425.75,16428,365,,,,,,20240105,82300
1/5/2024,8:23 AM,16428.5,16430.75,16428.5,16429.75,455,,,,,,20240105,82400
1/5/2024,8:24 AM,16429.75,16430.25,16427.25,16428.5,179,,,,,,20240105,82500
1/5/2024,8:25 AM,16428.75,16430.25,16427,16427.75,214,,,,,,20240105,82600
1/5/2024,8:26 AM,16428.25,16433.5,16428.25,16433,553,,,,,,20240105,82700
1/5/2024,8:27 AM,16433,16438.5,16432.75,16436.75,776,,,,,,20240105,82800
1/5/2024,8:28 AM,16437,16437.25,16432.5,16432.75,252,,,,,,20240105,82900
1/5/2024,8:29 AM,16432.75,16432.75,16430,16431.75,282,,,,,,20240105,83000
1/5/2024,8:30 AM,16432,16432,16428.25,16428.75,242,,,,,,20240105,83100
1/5/2024,8:31 AM,16428.75,16429.5,16425,16425.25,439,,,,,,20240105,83200
1/5/2024,8:32 AM,16425.25,16428.25,16423.5,16423.5,338,,,,,,20240105,83300
1/5/2024,8:33 AM,16424,16424,16420.5,16421.5,428,,,,,,20240105,83400
1/5/2024,8:34 AM,16420.75,16421.75,16418,16420,396,,,,,,20240105,83500
1/5/2024,8:35 AM,16420,16423,16419,16422.5,276,,,,,,20240105,83600
1/5/2024,8:36 AM,16422.25,16423.75,16421.25,16423.75,266,,,,,,20240105,83700
1/5/2024,8:37 AM,16423.25,16426,16422.25,16425.25,212,,,,,,20240105,83800
1/5/2024,8:38 AM,16425.75,16428.75,16425.75,16426.75,247,,,,,,20240105,83900
1/5/2024,8:39 AM,16427.5,16427.5,16421.25,16422.75,150,,,,,,20240105,84000
1/5/2024,8:40 AM,16422.75,16423,16421,16421.25,135,,,,,,20240105,84100
1/5/2024,8:41 AM,16421.75,16425.75,16421.75,16425,162,,,,,,20240105,84200
1/5/2024,8:42 AM,16425.5,16428.25,16425.5,16427.5,151,,,,,,20240105,84300
1/5/2024,8:43 AM,16427.75,16428.75,16425,16426.75,201,,,,,,20240105,84400
1/5/2024,8:44 AM,16426.25,16427.5,16421.75,16423.25,175,,,,,,20240105,84500
1/5/2024,8:45 AM,16422.5,16423.5,16421,16421,116,,,,,,20240105,84600
1/5/2024,8:46 AM,16421.5,16422.25,16418.75,16420.25,188,,,,,,20240105,84700
1/5/2024,8:47 AM,16420.25,16420.75,16419,16419.75,121,,,,,,20240105,84800
1/5/2024,8:48 AM,16420.25,16421.5,16416.25,16418,341,,,,,,20240105,84900
1/5/2024,8:49 AM,16418.25,16421.75,16417.75,16418.75,138,,,,,,20240105,85000
1/5/2024,8:50 AM,16419,16419,16415.25,16415.25,332,,,,,,20240105,85100
1/5/2024,8:51 AM,16415,16418.75,16411.75,16415.75,373,,,,,,20240105,85200
1/5/2024,8:52 AM,16416,16416.25,16412,16412.75,208,,,,,,20240105,85300
1/5/2024,8:53 AM,16412.75,16413.75,16410,16412,237,,,,,,20240105,85400
1/5/2024,8:54 AM,16411.5,16412,16409.25,16410.25,232,,,,,,20240105,85500
1/5/2024,8:55 AM,16410,16410.75,16408.5,16408.5,173,,,,,,20240105,85600
1/5/2024,8:56 AM,16408.75,16413.5,16407.75,16412.5,417,,,,,,20240105,85700
1/5/2024,8:57 AM,16412.5,16413,16408.75,16412.25,284,,,,,,20240105,85800
1/5/2024,8:58 AM,16412,16412.25,16409,16411.75,203,,,,,,20240105,85900
1/5/2024,8:59 AM,16411.5,16413,16410.75,16411,153,,,,,,20240105,90000
1/5/2024,9:00 AM,16411.5,16411.5,16408.75,16409,151,,,,,,20240105,90100
1/5/2024,9:01 AM,16408.75,16411.25,16405.5,16410.75,571,,,,,,20240105,90200
1/5/2024,9:02 AM,16411.25,16414.5,16407.75,16410,483,,,,,,20240105,90300
1/5/2024,9:03 AM,16411,16415.5,16410,16415,348,,,,,,20240105,90400
1/5/2024,9:04 AM,16414.75,16416,16409.5,16410.75,325,,,,,,20240105,90500
1/5/2024,9:05 AM,16410,16410,16400.25,16401.75,1069,,,,,,20240105,90600
1/5/2024,9:06 AM,16401.5,16402,16390.25,16393.5,1954,,,,,,20240105,90700
1/5/2024,9:07 AM,16393.25,16396.5,16391.75,16393.25,597,,,,,,20240105,90800
1/5/2024,9:08 AM,16393.75,16399,16393.75,16399,405,,,,,,20240105,90900
1/5/2024,9:09 AM,16398.75,16402,16398.5,16400.75,602,,,,,,20240105,91000
1/5/2024,9:10 AM,16400.5,16401.75,16396.75,16400.25,370,,,,,,20240105,91100
1/5/2024,9:11 AM,16400.5,16404.5,16400,16402.75,355,,,,,,20240105,91200
1/5/2024,9:12 AM,16402.75,16406,16401.5,16402,517,,,,,,20240105,91300
1/5/2024,9:13 AM,16402.25,16406.25,16401.5,16404.75,202,,,,,,20240105,91400
1/5/2024,9:14 AM,16404.5,16406.5,16404.5,16404.5,205,,,,,,20240105,91500
1/5/2024,9:15 AM,16404.25,16405,16401,16403.5,234,,,,,,20240105,91600
1/5/2024,9:16 AM,16403.5,16405.5,16402,16404.75,153,,,,,,20240105,91700
1/5/2024,9:17 AM,16404.25,16404.25,16400.75,16401.25,202,,,,,,20240105,91800
1/5/2024,9:18 AM,16401.5,16403.75,16400.75,16403,123,,,,,,20240105,91900
1/5/2024,9:19 AM,16403.75,16410,16403.5,16410,507,,,,,,20240105,92000
1/5/2024,9:20 AM,16410,16414,16409,16412.25,534,,,,,,20240105,92100
1/5/2024,9:21 AM,16412.5,16418.5,16412.25,16418.25,500,,,,,,20240105,92200
1/5/2024,9:22 AM,16418.25,16419.5,16417.5,16418.75,364,,,,,,20240105,92300
1/5/2024,9:23 AM,16419,16419.5,16414.5,16416,305,,,,,,20240105,92400
1/5/2024,9:24 AM,16416,16419.75,16415.5,16419.25,139,,,,,,20240105,92500
1/5/2024,9:25 AM,16419.25,16420.75,16416,16418.25,377,,,,,,20240105,92600
1/5/2024,9:26 AM,16417.75,16419.25,16415.5,16416.75,208,,,,,,20240105,92700
1/5/2024,9:27 AM,16416.75,16418.75,16415.25,16415.75,183,,,,,,20240105,92800
1/5/2024,9:28 AM,16415.5,16415.75,16412.75,16414,316,,,,,,20240105,92900
1/5/2024,9:29 AM,16414,16416.5,16413.75,16415.5,114,,,,,,20240105,93000
1/5/2024,9:30 AM,16415.5,16415.75,16413.25,16414.25,95,,,,,,20240105,93100
1/5/2024,9:31 AM,16414,16415.25,16413.25,16415,118,,,,,,20240105,93200
1/5/2024,9:32 AM,16414.75,16415,16413,16413,104,,,,,,20240105,93300
1/5/2024,9:33 AM,16413.5,16413.5,16410.25,16410.5,385,,,,,,20240105,93400
1/5/2024,9:34 AM,16410.25,16410.5,16406.75,16409,328,,,,,,20240105,93500
1/5/2024,9:35 AM,16409,16413.25,16408.5,16408.75,289,,,,,,20240105,93600
1/5/2024,9:36 AM,16408.75,16410.5,16407.75,16407.75,233,,,,,,20240105,93700
1/5/2024,9:37 AM,16408,16411,16407.75,16410.5,138,,,,,,20240105,93800
1/5/2024,9:38 AM,16410.25,16412,16406.75,16408,150,,,,,,20240105,93900
1/5/2024,9:39 AM,16408,16409.25,16405.75,16405.75,172,,,,,,20240105,94000
1/5/2024,9:40 AM,16405.75,16405.75,16399.25,16399.75,653,,,,,,20240105,94100
1/5/2024,9:41 AM,16399.75,16401.75,16399.25,16400.5,268,,,,,,20240105,94200
1/5/2024,9:42 AM,16401,16401,16396.75,16397.75,281,,,,,,20240105,94300
1/5/2024,9:43 AM,16398,16398.25,16395.5,16397.5,379,,,,,,20240105,94400
1/5/2024,9:44 AM,16397.75,16398,16396.5,16396.75,162,,,,,,20240105,94500
1/5/2024,9:45 AM,16396.75,16396.75,16393.5,16394,279,,,,,,20240105,94600
1/5/2024,9:46 AM,16394,16396.5,16392,16395.5,552,,,,,,20240105,94700
1/5/2024,9:47 AM,16395.75,16398.75,16395.75,16398.25,356,,,,,,20240105,94800
1/5/2024,9:48 AM,16398.75,16400.5,16397.75,16399.25,368,,,,,,20240105,94900
1/5/2024,9:49 AM,16399.25,16400.5,16398,16399.25,213,,,,,,20240105,95000
1/5/2024,9:50 AM,16399.75,16401.75,16399.25,16401.25,159,,,,,,20240105,95100
1/5/2024,9:51 AM,16401,16401.25,16399.25,16400.5,225,,,,,,20240105,95200
1/5/2024,9:52 AM,16400.5,16401.75,16399,16399,139,,,,,,20240105,95300
1/5/2024,9:53 AM,16399,16399.5,16398,16398,136,,,,,,20240105,95400
1/5/2024,9:54 AM,16397.75,16398.75,16396.75,16398.75,246,,,,,,20240105,95500
1/5/2024,9:55 AM,16398.5,16399.75,16397,16399.25,151,,,,,,20240105,95600
1/5/2024,9:56 AM,16399,16400.5,16396.75,16397.75,138,,,,,,20240105,95700
1/5/2024,9:57 AM,16398,16400.25,16396.75,16400,102,,,,,,20240105,95800
1/5/2024,9:58 AM,16400,16400.25,16397.5,16398.25,118,,,,,,20240105,95900
1/5/2024,9:59 AM,16398,16399,16396.5,16397,125,,,,,,20240105,100000
1/5/2024,10:00 AM,16396.75,16398,16396.5,16397,137,,,,,,20240105,100100
1/5/2024,10:01 AM,16397,16398.25,16395.5,16397.25,197,,,,,,20240105,100200
1/5/2024,10:02 AM,16398,16400.25,16397.5,16398.75,214,,,,,,20240105,100300
1/5/2024,10:03 AM,16398.75,16400.25,16397.75,16398.75,87,,,,,,20240105,100400
1/5/2024,10:04 AM,16399.5,16400.75,16397.5,16400.75,261,,,,,,20240105,100500
1/5/2024,10:05 AM,16400.5,16401.5,16399.25,16400.25,134,,,,,,20240105,100600
1/5/2024,10:06 AM,16400.25,16400.75,16397,16400.75,116,,,,,,20240105,100700
1/5/2024,10:07 AM,16401,16403.75,16400,16403.5,232,,,,,,20240105,100800
1/5/2024,10:08 AM,16403.5,16404.5,16399,16399.5,268,,,,,,20240105,100900
1/5/2024,10:09 AM,16399.25,16399.25,16395,16395.25,210,,,,,,20240105,101000
1/5/2024,10:10 AM,16395.5,16396.25,16391.5,16395.5,414,,,,,,20240105,101100
1/5/2024,10:11 AM,16395.75,16399.75,16395.75,16397.75,252,,,,,,20240105,101200
1/5/2024,10:12 AM,16398.25,16402.5,16398.25,16402,167,,,,,,20240105,101300
1/5/2024,10:13 AM,16402.5,16404,16401.25,16403,256,,,,,,20240105,101400
1/5/2024,10:14 AM,16403,16404,16402.75,16403.5,194,,,,,,20240105,101500
1/5/2024,10:15 AM,16403.5,16404.5,16400.5,16400.5,179,,,,,,20240105,101600
1/5/2024,10:16 AM,16400.75,16401.25,16399.25,16399.75,160,,,,,,20240105,101700
1/5/2024,10:17 AM,16399.5,16399.75,16395,16395.25,231,,,,,,20240105,101800
1/5/2024,10:18 AM,16395.75,16400,16395.5,16399.25,178,,,,,,20240105,101900
1/5/2024,10:19 AM,16399.5,16399.75,16396.25,16396.25,124,,,,,,20240105,102000
1/5/2024,10:20 AM,16396,16397,16394.5,16395.75,183,,,,,,20240105,102100
1/5/2024,10:21 AM,16396,16396,16392,16392.75,238,,,,,,20240105,102200
1/5/2024,10:22 AM,16392.75,16394.25,16391.5,16391.75,205,,,,,,20240105,102300
1/5/2024,10:23 AM,16392,16395.75,16391.5,16394.75,280,,,,,,20240105,102400
1/5/2024,10:24 AM,16395,16395.5,16392.5,16393,160,,,,,,20240105,102500
1/5/2024,10:25 AM,16393.5,16393.75,16391.5,16391.5,156,,,,,,20240105,102600
1/5/2024,10:26 AM,16391.5,16391.75,16383,16383.75,1477,,,,,,20240105,102700
1/5/2024,10:27 AM,16383.75,16385.25,16377.75,16381.25,1212,,,,,,20240105,102800
1/5/2024,10:28 AM,16380.75,16382.25,16380,16381.25,271,,,,,,20240105,102900
1/5/2024,10:29 AM,16381.5,16383.75,16380,16382.75,314,,,,,,20240105,103000
1/5/2024,10:30 AM,16382.75,16383,16380.5,16382.75,190,,,,,,20240105,103100
1/5/2024,10:31 AM,16382.5,16383.75,16380.25,16383.75,220,,,,,,20240105,103200
1/5/2024,10:32 AM,16383.75,16387.5,16383.75,16387,399,,,,,,20240105,103300
1/5/2024,10:33 AM,16386.75,16387,16382.5,16383.5,307,,,,,,20240105,103400
1/5/2024,10:34 AM,16383.5,16383.5,16381.75,16382.25,140,,,,,,20240105,103500
1/5/2024,10:35 AM,16382.5,16384.75,16381.75,16384,132,,,,,,20240105,103600
1/5/2024,10:36 AM,16384.25,16384.75,16382,16382.25,159,,,,,,20240105,103700
1/5/2024,10:37 AM,16382,16384.75,16381.75,16384.5,145,,,,,,20240105,103800
1/5/2024,10:38 AM,16384.25,16384.5,16382.25,16384.25,122,,,,,,20240105,103900
1/5/2024,10:39 AM,16384.25,16384.5,16383,16383.25,129,,,,,,20240105,104000
1/5/2024,10:40 AM,16383.5,16384,16381.25,16381.5,162,,,,,,20240105,104100
1/5/2024,10:41 AM,16381.75,16383,16379,16379,273,,,,,,20240105,104200
1/5/2024,10:42 AM,16379,16380,16376.25,16379.5,581,,,,,,20240105,104300
1/5/2024,10:43 AM,16379.25,16385.75,16378.25,16385.5,517,,,,,,20240105,104400
1/5/2024,10:44 AM,16385.5,16385.5,16382.25,16382.25,165,,,,,,20240105,104500
1/5/2024,10:45 AM,16382,16382.5,16380.25,16381.5,164,,,,,,20240105,104600
1/5/2024,10:46 AM,16381.25,16384,16381,16381.5,180,,,,,,20240105,104700
1/5/2024,10:47 AM,16381,16382,16379.75,16381.5,208,,,,,,20240105,104800
1/5/2024,10:48 AM,16381.25,16383.25,16381,16382.75,80,,,,,,20240105,104900
1/5/2024,10:49 AM,16382.5,16384.25,16381,16382,181,,,,,,20240105,105000
1/5/2024,10:50 AM,16382.25,16382.75,16379,16379,188,,,,,,20240105,105100
1/5/2024,10:51 AM,16379.25,16379.75,16372.25,16376.5,1046,,,,,,20240105,105200
1/5/2024,10:52 AM,16376.25,16377.25,16372.25,16376,362,,,,,,20240105,105300
1/5/2024,10:53 AM,16375.75,16379.5,16375.75,16378.5,242,,,,,,20240105,105400
1/5/2024,10:54 AM,16378.75,16381.5,16378.5,16380.75,279,,,,,,20240105,105500
1/5/2024,10:55 AM,16380.75,16383.5,16380.75,16381.75,401,,,,,,20240105,105600
1/5/2024,10:56 AM,16382,16384.5,16379.25,16383.75,235,,,,,,20240105,105700
1/5/2024,10:57 AM,16384.25,16388,16384,16387.25,447,,,,,,20240105,105800
1/5/2024,10:58 AM,16387,16388.5,16385.75,16385.75,228,,,,,,20240105,105900
1/5/2024,10:59 AM,16386.25,16387.25,16385.25,16386.5,159,,,,,,20240105,110000
1/5/2024,11:00 AM,16386.5,16386.75,16384.5,16386.25,137,,,,,,20240105,110100
1/5/2024,11:01 AM,16386,16390,16384.75,16389.5,390,,,,,,20240105,110200
1/5/2024,11:02 AM,16389.25,16389.75,16387,16389.75,210,,,,,,20240105,110300
1/5/2024,11:03 AM,16390,16391.25,16389,16391.25,222,,,,,,20240105,110400
1/5/2024,11:04 AM,16391.25,16394,16391.25,16393.5,348,,,,,,20240105,110500
1/5/2024,11:05 AM,16393.75,16395,16392.75,16393.25,295,,,,,,20240105,110600
1/5/2024,11:06 AM,16393,16394.5,16390.75,16391.5,319,,,,,,20240105,110700
1/5/2024,11:07 AM,16391.5,16392.25,16390.25,16390.75,187,,,,,,20240105,110800
1/5/2024,11:08 AM,16390.75,16395.25,16390.5,16395,249,,,,,,20240105,110900
1/5/2024,11:09 AM,16395,16395,16392.5,16394,138,,,,,,20240105,111000
1/5/2024,11:10 AM,16394,16394,16388.5,16389,320,,,,,,20240105,111100
1/5/2024,11:11 AM,16389.5,16393.5,16389,16393.25,209,,,,,,20240105,111200
1/5/2024,11:12 AM,16392.75,16392.75,16391.25,16391.75,51,,,,,,20240105,111300
1/5/2024,11:13 AM,16391.5,16391.5,16387,16387.25,269,,,,,,20240105,111400
1/5/2024,11:14 AM,16387.25,16388.25,16386,16386.75,166,,,,,,20240105,111500
1/5/2024,11:15 AM,16386.5,16386.5,16383.75,16383.75,253,,,,,,20240105,111600
1/5/2024,11:16 AM,16384,16386.5,16383.75,16385,212,,,,,,20240105,111700
1/5/2024,11:17 AM,16386,16390,16384.75,16385.5,285,,,,,,20240105,111800
1/5/2024,11:18 AM,16386,16387.75,16382,16383.5,266,,,,,,20240105,111900
1/5/2024,11:19 AM,16383.75,16385.75,16383.5,16383.75,151,,,,,,20240105,112000
1/5/2024,11:20 AM,16383.5,16388.25,16383.5,16386.25,204,,,,,,20240105,112100
1/5/2024,11:21 AM,16386.75,16390.25,16386.75,16389.75,252,,,,,,20240105,112200
1/5/2024,11:22 AM,16389.75,16390,16387,16388.5,121,,,,,,20240105,112300
1/5/2024,11:23 AM,16388.5,16390.5,16387,16387.5,168,,,,,,20240105,112400
1/5/2024,11:24 AM,16387.5,16388.5,16382.75,16382.75,257,,,,,,20240105,112500
1/5/2024,11:25 AM,16383,16383.75,16381,16382,331,,,,,,20240105,112600
1/5/2024,11:26 AM,16382.25,16385.25,16382,16385,210,,,,,,20240105,112700
1/5/2024,11:27 AM,16385,16387.75,16384.75,16385.5,198,,,,,,20240105,112800
