,Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id,Points,Futures PnL,Net Futures PnL
15,15,0,1.0,2024-01-03 01:55:00,16717.421575,0.0,2024-01-03 02:17:00,16707.82905,0.0,-9.592525000000023,-0.0005738040975376924,Long,Closed,15,-9.592525000000023,-19.185050000000047,-22.185050000000047
16,16,0,1.0,2024-01-03 03:06:00,16708.920725,0.0,2024-01-03 03:22:00,16701.3297,0.0,-7.591025000001537,-0.0004543097142500529,Long,Closed,16,-7.591025000001537,-15.182050000003073,-18.182050000003073
17,17,0,1.0,2024-01-03 03:36:00,16707.420575,0.0,2024-01-03 03:49:00,16703.079525,0.0,-4.341049999999086,-0.0002598276604405816,Long,Closed,17,-4.341049999999086,-8.682099999998172,-11.682099999998172
18,18,0,1.0,2024-01-03 05:20:00,16698.419675,0.0,2024-01-03 05:29:00,16693.580475,0.0,-4.839200000002165,-0.0002897998789219055,Long,Closed,18,-4.839200000002165,-9.67840000000433,-12.67840000000433
19,19,0,1.0,2024-01-03 05:31:00,16701.67,0.0,2024-01-03 07:04:00,16707.3291,0.0,5.6591000000007625,0.0003388343800350961,Long,Closed,19,5.6591000000007625,11.318200000001525,8.318200000001525
20,20,0,1.0,2024-01-03 07:44:00,16710.420875,0.0,2024-01-03 08:33:00,16710.82875,0.0,0.4078750000007858,2.4408421729879728e-05,Long,Closed,20,0.4078750000007858,0.8157500000015716,-2.1842499999984284
21,21,0,1.0,2024-01-03 10:20:00,16653.6652,0.0,2024-01-03 11:03:00,16656.3342,0.0,2.669000000001688,0.00016026502081966247,Long,Closed,21,2.669000000001688,5.338000000003376,2.338000000003376
22,22,0,1.0,2024-01-03 13:16:00,16616.411475,0.0,2024-01-03 14:00:00,16615.588275000002,0.0,-0.8231999999989057,-4.954138270091832e-05,Long,Closed,22,-0.8231999999989057,-1.6463999999978114,-4.646399999997811
23,23,0,1.0,2024-01-03 14:43:00,16631.412975,0.0,2024-01-03 15:13:00,16571.84265,0.0,-59.570325000000594,-0.003581795791466756,Long,Closed,23,-59.570325000000594,-119.14065000000119,-122.14065000000119
24,24,0,1.0,2024-01-03 15:58:00,16583.658199999998,0.0,2024-01-03 16:37:00,16582.091625,0.0,-1.5665749999971013,-9.446498360639762e-05,Long,Closed,24,-1.5665749999971013,-3.1331499999942025,-6.1331499999942025
25,25,0,1.0,2024-01-03 17:31:00,16583.408175,0.0,2024-01-03 18:28:00,16587.591075,0.0,4.1828999999997905,0.00025223403753069535,Long,Closed,25,4.1828999999997905,8.365799999999581,5.365799999999581
26,26,0,1.0,2024-01-03 19:28:00,16616.6615,0.0,2024-01-03 20:02:00,16575.092325,0.0,-41.5691749999969,-0.002501656244245988,Long,Closed,26,-41.5691749999969,-83.1383499999938,-86.1383499999938
27,27,0,1.0,2024-01-03 21:39:00,16538.15365,0.0,2024-01-03 23:43:00,16545.595275,0.0,7.441624999999476,0.0004499670977479083,Long,Closed,27,7.441624999999476,14.883249999998952,11.883249999998952
28,28,0,1.0,2024-01-04 00:27:00,16554.6553,0.0,2024-01-04 01:28:00,16553.84445,0.0,-0.8108499999980268,-4.898018021541209e-05,Long,Closed,28,-0.8108499999980268,-1.6216999999960535,-4.6216999999960535
29,29,0,1.0,2024-01-04 02:00:00,16557.405575,0.0,2024-01-04 02:07:00,16550.84475,0.0,-6.560825000000477,-0.00039624716386162914,Long,Closed,29,-6.560825000000477,-13.121650000000955,-16.121650000000955
30,30,0,1.0,2024-01-04 02:56:00,16553.6552,0.0,2024-01-04 03:32:00,16548.84495,0.0,-4.81025000000227,-0.00029058536872281053,Long,Closed,30,-4.81025000000227,-9.62050000000454,-12.62050000000454
